# rule	path	max_count
SingletonDeclaration	Assets/_Game/Scripts/Crafting/EquipmentUpgradeRegistry.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Crafting/RecipeUnlockService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Economy/WeaponInfusionRegistry.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Equipment/AccessoryEffectRouter.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/FarmPlotRegistry.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Animals/FarmAnimalRegistry.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Forage/FarmForageRuntimeService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Lots/FarmLotRuntimeBootstrap.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Lots/FarmLotService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Processing/FarmProcessingStationService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Resources/FarmResourceRefreshRuntime.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Runtime/FarmDailyGoalService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Shipping/ShippingBinRuntimeService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Farm/Watering/GreenhouseRuntimeHost.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Fonte/FonteRuntimeService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Inventory/ItemUseManager.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Items/Runtime/ConsumableItemRuntimeBootstrap.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Items/Runtime/ItemPassiveTracker.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Items/Runtime/MagicItemRuntimeBootstrap.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Magic/PlayerSpellbook.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Narrative/IntroSequenceController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/NPC/Friendship/FriendshipService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/NPC/Friendship/RomanceService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/NPC/Gifting/GiftGivingService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/NPC/Schedule/NpcScheduleService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/NPC/Services/NpcServiceRuntime.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/InferredClassRuntime.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/PlayerController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/PlayerVitalsApplier.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/Conditions/PlayerConditionService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/Death/AnyaFountainRespawnFlow.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/Movement/PlayerBlockController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Player/Movement/PlayerSprintController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/Skills/Runtime/Effects/ActiveSkillExecutionController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/DebugHud.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/Death/DeathScreenCanvasController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/HUD/GameplayHudCanvasController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/Input/GameplayInputRouter.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/Onboarding/OnboardingHintService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/Quests/Runtime/QuestLogPanelController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/UI/Quests/Runtime/QuestOfferPanelController.cs	1
SingletonDeclaration	Assets/_Game/Scripts/World/ItemDropSpawner.cs	1
SingletonDeclaration	Assets/_Game/Scripts/World/Events/WorldEventHooks.cs	1
SingletonDeclaration	Assets/_Game/Scripts/World/Events/WorldEventService.cs	1
SingletonDeclaration	Assets/_Game/Scripts/World/Weather/WorldWeatherService.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Audio/AudioManager.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Combat/StatusEffect/PlayerStatusReceiver.cs	3
ForbiddenUnitySearch	Assets/_Game/Scripts/DebugTools/CollisionDebugOverlay.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/DebugTools/CollisionDebugOverlayBootstrap.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Farm/Animals/FarmAnimalRegistry.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Farm/Animals/FarmAnimalRuntimeBootstrap.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Farm/Forage/FarmForageRuntimeService.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Farm/Resources/FarmResourceRefreshRuntime.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Farm/Runtime/FarmDailyGoalRuntimeBootstrap.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Farm/Shipping/ShippingBinRuntimeService.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Fonte/FonteRuntimeService.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/NPC/Friendship/FriendshipRuntimeBootstrap.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/NPC/Gifting/GiftGivingRuntimeBootstrap.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/NPC/Schedule/NpcScheduleRuntimeBootstrap.cs	3
ForbiddenUnitySearch	Assets/_Game/Scripts/NPC/Services/NpcServiceRuntime.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Player/InferredClassRuntime.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Player/PlayerVitalsApplier.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/Player/Conditions/PlayerConditionService.cs	4
ForbiddenUnitySearch	Assets/_Game/Scripts/Player/Death/AnyaFountainRespawnFlow.cs	2
ForbiddenUnitySearch	Assets/_Game/Scripts/Player/Movement/PlayerMovementActionRuntimeBootstrap.cs	2
ForbiddenUnitySearch	Assets/_Game/Scripts/Quests/Runtime/QuestRuntimeBootstrap.cs	2
ForbiddenUnitySearch	Assets/_Game/Scripts/UI/System/ControlsReferenceScreen.cs	1
ForbiddenUnitySearch	Assets/_Game/Scripts/World/Events/WorldEventRuntimeBootstrap.cs	3
ForbiddenUnitySearch	Assets/_Game/Scripts/World/Weather/WorldWeatherService.cs	2
ResourcesLoad	Assets/_Game/Scripts/Cave/Art/CaveBiomeArtProfileRegistrySO.cs	1
ResourcesLoad	Assets/_Game/Scripts/Cave/Runtime/CaveBossSpawner.cs	1
ResourcesLoad	Assets/_Game/Scripts/Cave/Runtime/CaveEnemyMaterializer.cs	2
ResourcesLoad	Assets/_Game/Scripts/Cave/Runtime/CaveRuntimeMaterializer.cs	4
ResourcesLoad	Assets/_Game/Scripts/Combat/BowArrowAttackService.cs	1
ResourcesLoad	Assets/_Game/Scripts/Combat/PlayerAttackController.Attacks.cs	1
ResourcesLoad	Assets/_Game/Scripts/Combat/SpellCastService.cs	1
ResourcesLoad	Assets/_Game/Scripts/Combat/Weapon/WeaponDataResolver.cs	2
ResourcesLoad	Assets/_Game/Scripts/Core/Bootstrap/GameBootstrap.cs	1
ResourcesLoad	Assets/_Game/Scripts/Economy/SellPoint.cs	1
ResourcesLoad	Assets/_Game/Scripts/Enemy/EnemyAnimator.cs	1
ResourcesLoad	Assets/_Game/Scripts/Enemy/Skins/EnemySkinCatalog.cs	1
ResourcesLoad	Assets/_Game/Scripts/NPC/NpcWalkAnimator.cs	1
ResourcesLoad	Assets/_Game/Scripts/Player/PlayerWalkAnimator.cs	1
ResourcesLoad	Assets/_Game/Scripts/SceneManagement/CaveSceneRuntimeReferenceInstaller.cs	2
ResourcesLoad	Assets/_Game/Scripts/UI/Npc/NpcInteractionPortraitHud.cs	1
DirectInput	Assets/_Game/Scripts/Cave/CaveLevelRuntimeController.cs	2
DirectInput	Assets/_Game/Scripts/Cave/Runtime/CaveCheckpointSelectionUI.cs	7
DirectInput	Assets/_Game/Scripts/Cave/Runtime/CaveDebugLevelSkipController.cs	2
DirectInput	Assets/_Game/Scripts/Combat/PlayerAttackController.cs	12
DirectInput	Assets/_Game/Scripts/Core/Time/DayAdvanceInput.cs	1
DirectInput	Assets/_Game/Scripts/DebugTools/CollisionDebugOverlay.cs	2
DirectInput	Assets/_Game/Scripts/Equipment/EquipmentManager.cs	1
DirectInput	Assets/_Game/Scripts/Farm/FarmPlotMenuController.cs	6
DirectInput	Assets/_Game/Scripts/Farm/Runtime/FarmTillingInputController.cs	1
DirectInput	Assets/_Game/Scripts/Fonte/FonteInteractable.cs	1
DirectInput	Assets/_Game/Scripts/Interaction/InteractionSystem.cs	1
DirectInput	Assets/_Game/Scripts/Magic/SpellItemUseController.cs	1
DirectInput	Assets/_Game/Scripts/Narrative/IntroSequenceController.cs	4
DirectInput	Assets/_Game/Scripts/NPC/NpcShopController.cs	1
DirectInput	Assets/_Game/Scripts/Player/FoodConsumer.cs	1
DirectInput	Assets/_Game/Scripts/Player/PlayerController.cs	8
DirectInput	Assets/_Game/Scripts/Player/Movement/DirectionalDoubleTapDetector.cs	8
DirectInput	Assets/_Game/Scripts/Player/Movement/PlayerMovementActionInput.cs	19
DirectInput	Assets/_Game/Scripts/Save/SaveInput.cs	2
DirectInput	Assets/_Game/Scripts/UI/DebugHud.cs	3
DirectInput	Assets/_Game/Scripts/UI/InventoryPanelController.cs	24
DirectInput	Assets/_Game/Scripts/UI/Character/CharacterEquipmentPanelController.cs	9
DirectInput	Assets/_Game/Scripts/UI/Crafting/CraftingModal.cs	13
DirectInput	Assets/_Game/Scripts/UI/Death/DeathScreenCanvasController.cs	6
DirectInput	Assets/_Game/Scripts/UI/Dialogue/DialogueModal.cs	11
DirectInput	Assets/_Game/Scripts/UI/Hotbar/HotbarDebugInput.cs	6
DirectInput	Assets/_Game/Scripts/UI/Input/GameplayInputRouter.cs	4
DirectInput	Assets/_Game/Scripts/UI/Quests/Runtime/QuestLogPanelController.cs	1
DirectInput	Assets/_Game/Scripts/UI/Quests/Runtime/QuestLogRuntimeBinder.cs	1
DirectInput	Assets/_Game/Scripts/UI/Runtime/MinimapWidget.cs	1
DirectInput	Assets/_Game/Scripts/UI/Shop/ShopMenuModal.cs	7
DirectInput	Assets/_Game/Scripts/UI/Skills/SkillTreeGameplayPanelController.cs	26
DirectInput	Assets/_Game/Scripts/UI/Skills/SkillTreeInputHandler.cs	1
DirectInput	Assets/_Game/Scripts/UI/Skills/SkillTreePanel.cs	14
TimeScaleWrite	Assets/_Game/Scripts/Core/Time/GameTimeScaleCoordinator.cs	3
TimeScaleWrite	Assets/_Game/Scripts/UI/Death/DeathScreenCanvasController.cs	1
DirectSceneLoad	Assets/_Game/Scripts/Cave/CaveExitPortal.cs	1
DirectSceneLoad	Assets/_Game/Scripts/Save/SaveManager.cs	2
DirectSceneLoad	Assets/_Game/Scripts/SceneManagement/ScenePortal.cs	1
DirectSceneLoad	Assets/_Game/Scripts/UI/Title/TitleScreenController.cs	1
DirectSceneLoad	Assets/_Game/Scripts/World/Scenes/SceneTransitionRouter.cs	1
PhysicsAllQuery	Assets/_Game/Scripts/Skills/Runtime/Effects/MeleeStrikeSkillEffectExecutor.cs	1
PhysicsAllQuery	Assets/_Game/Scripts/Skills/Runtime/Effects/SlowFieldSkillEffectExecutor.cs	1
